ID;DD;MM;ZZ;PP;DEPTO;MUNICIPIO;NOMBRE_PUESTO;MUJERES;HOMBRES;TOTAL;MESAS;COD.COM;COMUNA/LOCALIDAD;DIRECCION
1998;12;720;99;72;CESAR;PUEBLO BELLO;PALMARITO NUEVO COLON;172;226;398;1;;ESPECIAL: PALMARITO NUEVO COLON;COLEGIO DE NUEVO COLON
2248;13;58;99;13;CORDOBA;TIERRALTA;PALMIRA;351;306;657;1;;ESPECIAL: PALMIRA;INSTITUCION EDUCATIVA PALMIRA
4001;21;55;99;20;MAGDALENA;PUEBLOVIEJO;PALMIRA;295;296;591;1;;ESPECIAL: PALMIRA;CRA 1 No 7-05
3954;21;16;99;7;MAGDALENA;CIENAGA;PALMOR;293;326;619;1;6;CORREGIMIENTO PALMOR;I.E.R. AGROPECUARIO ISABEL DE LA TRINIDAD
5129;28;220;99;62;SUCRE;SAN ONOFRE;PALO ALTO;379;393;772;2;;ESPECIAL: PALO ALTO;I.E PALO ALTO
3172;16;1;10;51;BOGOTA. D.C.;BOGOTA. D.C.;PALO BLANCO;455;492;947;2;10;LOCALIDAD 10 ENGATIVA;CLL 74A # 73A - 85
2136;13;22;99;25;CORDOBA;LORICA;PALO DE AGUA;226;231;457;1;;ESPECIAL: PALO DE AGUA;IE LA UNION
1738;11;10;99;60;CAUCA;BUENOS AIRES;PALOBLANCO;462;375;837;2;;ESPECIAL: PALOBLANCO;I.E. AGROPECUARIA PALO BLANCO SEDE SECUNDARIA
6094;48;5;99;41;LA GUAJIRA;DIBULLA;PALOMINO;319;318;637;1;;ESPECIAL: PALOMINO;INST. EDU. RURAL SAN ANTONIO
5904;40;10;99;45;ARAUCA;ARAUQUITA;PANAMA DE ARAUCA;328;368;696;1;;ESPECIAL: PANAMA DE ARAUCA;IE PEDRO NEL JIMENEZ
3370;16;1;14;13;BOGOTA. D.C.;BOGOTA. D.C.;PANAMERICANO;261;248;509;1;14;LOCALIDAD 14 MARTIRES;CRA 27 No. 24C - 19
4130;23;37;99;13;NARIÑO;CUMBAL;PANAN;314;304;618;1;;ESPECIAL: PANAN;IE TECNICO AGROP. INDIGENA PANAN
5528;31;1;99;53;VALLE;CALI;PANCE LA VORAGINE;175;153;328;1;35;CORREGIMIENTO PANCE;I.E. PANCE-VDA LA VORAGINE
3677;17;31;99;29;CHOCO;NUQUI;PANGUI;77;58;135;1;;ESPECIAL: PANGUI;ESC. RURAL MIXTA BRISAS DE PAN
1879;11;97;99;13;CAUCA;TOTORO;PANIQUITA;238;219;457;1;;ESPECIAL: PANIQUITA;COL MANUEL JOSE MOSQUERA
6088;48;4;99;23;LA GUAJIRA;BARRANCAS;PAPAYAL;346;328;674;1;;ESPECIAL: PAPAYAL;Inst Educativa Eloy Segundo Hernandez
228;1;1;99;A5;ANTIOQUIA;MEDELLIN;PAR. BIBLIOTECA JOSE HORACIO BETANCUR;626;584;1.210;2;18;CORR. SAN ANTONIO DE PRADO;CLL 50 E SUR 75 A - 94
6118;48;10;99;25;LA GUAJIRA;MAICAO;PARAGUACHON;448;412;860;2;9;CORREGIMIENTO DE PARAGUACHON;CEIR No 1 SEDE 2
1507;7;331;99;50;BOYACA;TUTAZA;PARAMO;94;119;213;1;;ESPECIAL: PARAMO;CR 1 NO 1-63/93 IE TEC AGROP LA LIBERTAD
3190;16;1;10;72;BOGOTA. D.C.;BOGOTA. D.C.;PARIS GAITAN;183;175;358;1;10;LOCALIDAD 10 ENGATIVA;CRA 84 No 83 71
3970;21;31;1;1;MAGDALENA;FUNDACION;PARQUE 7 DE AGOSTO;4.615;4.933;9.548;14;;ESPECIAL: PARQUE 7 DE AGOSTO;COL LA SAGRADA FAMILIA CRA 5 No 6-29
2963;16;1;7;52;BOGOTA. D.C.;BOGOTA. D.C.;PARQUE AUTOPISTA SUR PAVCO;1.082;1.081;2.163;4;7;LOCALIDAD 7 BOSA;CRA 72 No 57 H - 94 SUR
549;1;163;1;3;ANTIOQUIA;LA CEJA;PARQUE BIBLIOTECA EL PARAISO;741;771;1.512;3;;ESPECIAL: PARQUE BIBLIOTECA EL PARAISO;KR 16 No. 7D-8 BR. EL PARAISO
231;1;1;99;B2;ANTIOQUIA;MEDELLIN;PARQUE BIBLIOTECA FERNANDO BOTERO;537;526;1.063;2;20;CORREGIMIENTO SAN CRISTOBAL;CRA 131 No 62-15
2691;16;1;1;18;BOGOTA. D.C.;BOGOTA. D.C.;PARQUE CEDRITOS;281;262;543;1;1;LOCALIDAD 1 USAQUEN;CRA 9 ENTRE CLL 145 y 146
5352;31;1;3;1;VALLE;CALI;PARQUE DE LAS ORQUIDEAS;330;1.102;1.432;3;2;COMUNA 2;AVDA 2 N # 47 - 02
650;1;218;3;4;ANTIOQUIA;SABANETA;PARQUE DE LOS 4 ELEMENTOS;179;154;333;1;;ESPECIAL: PARQUE DE LOS 4 ELEMENTOS;CLL 66 SUR No 43C-50
614;1;208;0;2;ANTIOQUIA;REMEDIOS;PARQUE EDUC. ISABELITA TEJADA CUARTAS;3.509;3.660;7.169;11;;ESPECIAL: PARQUE EDUC. ISABELITA TEJADA CUARTAS;CRA 11 No 5-86
695;1;256;1;3;ANTIOQUIA;SANTUARIO;PARQUE EDUCATIVO;1.528;1.620;3.148;5;;ESPECIAL: PARQUE EDUCATIVO;CRA 49 No 51-22
712;1;270;1;2;ANTIOQUIA;TARAZA;PARQUE EDUCATIVO JESUS ARCANGEL RAMIREZ;1.955;1.929;3.884;6;;ESPECIAL: PARQUE EDUCATIVO JESUS ARCANGEL RAMIREZ;CL 36 No. 30 - 04 BARRIO AVENIDA
745;1;291;0;0;ANTIOQUIA;VIGIA DEL FUERTE;PARQUE EDUCATIVO SABERES ANCESTRALES;990;1.056;2.046;3;;ESPECIAL: PARQUE EDUCATIVO SABERES ANCESTRALES;CRA 4 # 14-99
3207;16;1;11;1;BOGOTA. D.C.;BOGOTA. D.C.;PARQUE FUNDACIONAL DE SUBA;454;494;948;2;11;LOCALIDAD 11 SUBA;CRA. 90 No. 146C-40
368;1;70;5;2;ANTIOQUIA;CALDAS;PARQUE HABITAT DEL SUR;552;517;1.069;2;;ESPECIAL: PARQUE HABITAT DEL SUR;CALLE 142A SUR No. 50 - 15
1703;11;1;7;3;CAUCA;POPAYAN;PARQUE INFORM.DE CIENCIA ARTE;993;968;1.961;3;8;COMUNA 8;CL 5 NO 23-00
1392;7;79;2;6;BOYACA;DUITAMA;PARQUE LA ESPERANZA;316;345;661;1;7;COMUNA 7;CL 13-KR37 PARQUE LA ESPERANZA
685;1;250;1;2;ANTIOQUIA;SANTA ROSA DE OSOS;PARQUE NEURONA EDUCATIVA;1.055;1.112;2.167;4;;ESPECIAL: PARQUE NEURONA EDUCATIVA;CLL 32A No 28-24 B.BLANCO
3199;16;1;10;81;BOGOTA. D.C.;BOGOTA. D.C.;PARQUE SAN ANDRES;922;851;1.773;3;10;LOCALIDAD 10 ENGATIVA;CLL 82 # 100A-91
2758;16;1;2;28;BOGOTA. D.C.;BOGOTA. D.C.;PARQUEADERO CHICO CALLE 90;332;282;614;1;2;LOCALIDAD 2 CHAPINERO;CRA. 16 # 90-06
2796;16;1;4;13;BOGOTA. D.C.;BOGOTA. D.C.;PARQUEADERO GUACAMAYAS;63;66;129;1;4;LOCALIDAD 4 SAN CRISTOBAL;CRA 2 L # 38A-11 SUR
2981;16;1;7;70;BOGOTA. D.C.;BOGOTA. D.C.;PARQUES DE BOGOTA;6.205;6.180;12.385;18;7;LOCALIDAD 7 BOSA;CLL 85 SUR No 94 - 55
1827;11;70;99;1;CAUCA;ROSAS;PARRAGA;49;56;105;1;;ESPECIAL: PARRAGA;I.E. PARRAGA
2381;15;94;1;10;CUNDINAMARCA;FUSAGASUGA;PARROQUIA NTRA.SRA.DE BELEN;4.579;4.783;9.362;14;3;COMUNA CENTRO;CALLE 7 No 5 20 COMUNA CENTRO
2909;16;1;6;29;BOGOTA. D.C.;BOGOTA. D.C.;PARROQUIAL SAN CARLOS;4.972;5.347;10.319;15;6;LOCALIDAD 6 TUNJUELITO;CRA 18 A No 53- 54 SUR
3487;16;1;18;45;BOGOTA. D.C.;BOGOTA. D.C.;PARROQUIAL SAN JOSE;322;304;626;1;18;LOCALIDAD 18 RAFAEL URIBE URIB;TV 13H #45B-33SUR TV 13H # 45F-33SUR
1178;5;1;99;70;BOLIVAR;CARTAGENA;PASACABALLOS;1.626;1.545;3.171;5;3;LOC.3 INDUSTRIAL DE LA BAHIA;IE JOSE MARIA CORDOBA
3223;16;1;11;20;BOGOTA. D.C.;BOGOTA. D.C.;PASADENA-LOS TRES ELEFANTES;113;138;251;1;11;LOCALIDAD 11 SUBA;CRA 53 # 102A-77
2217;13;46;99;13;CORDOBA;SAN BERNARDO DEL VIENTO;PASO NUEVO;230;255;485;1;;ESPECIAL: PASO NUEVO;COL DE BACH PASO NVO
3501;16;1;19;3;BOGOTA. D.C.;BOGOTA. D.C.;PASQUILLA;136;171;307;1;19;LOCALIDAD 19 CIUDAD BOLIVAR;KM 5 VIA OLARTE
1930;12;1;99;75;CESAR;VALLEDUPAR;PATILLAL;228;250;478;1;27;PATILLAL;IE PATILLAL SEDE PRIMARIA
2069;13;1;99;32;CORDOBA;MONTERIA;PATIO BONITO;315;266;581;1;25;CORREGIMIENTO 15 PATIO BONITO;INST EDUCATIVA PATIO BONITO - CGTO PATIO BONITO
3307;16;1;12;3;BOGOTA. D.C.;BOGOTA. D.C.;PATRIA;146;148;294;1;12;LOCALIDAD 12 BARRIOS UNIDOS;CRA 50 # 90 - 50
6087;48;4;0;1;LA GUAJIRA;BARRANCAS;PAULO VI;4.351;4.300;8.651;13;;ESPECIAL: PAULO VI;CALLE 14 No 12-30
5708;31;67;99;13;VALLE;LA CUMBRE;PAVAS;235;207;442;1;;ESPECIAL: PAVAS;IE GENERAL FRANCISCO DE PAULA SANTANDER
5331;29;109;99;13;TOLIMA;SAN LUIS;PAYANDE;182;190;372;1;1;CORREGIMIENTO PAYANDE;COL. SAN MIGUEL DE PAYANDE
295;1;43;1;1;ANTIOQUIA;BARBOSA;PBRO. LUIS EDUARDO PEREZ MOLINA;2.269;2.376;4.645;7;;ESPECIAL: PBRO. LUIS EDUARDO PEREZ MOLINA;CL. 15 No. 8 - 179
1776;11;31;99;9;CAUCA;INZA;PEDREGAL;221;201;422;1;;ESPECIAL: PEDREGAL;I.E. PEDREGAL
4155;23;64;99;4;NARIÑO;IMUES;PEDREGAL;94;98;192;1;;ESPECIAL: PEDREGAL;SALON COMUNAL EL PEDREGAL
6034;46;560;99;35;CASANARE;NUNCHIA;PEDREGAL;36;47;83;1;;ESPECIAL: PEDREGAL;IE SALVADOR CAMACHO ROLDAN SD RURAL PEDREGAL
2232;13;55;99;15;CORDOBA;SAN PELAYO;PELAYITO;296;262;558;1;;ESPECIAL: PELAYITO;ESC RURAL MIXTA PELAYITO
6352;64;2;99;65;PUTUMAYO;PUERTO ASIS;PENEYA;46;58;104;1;;ESPECIAL: PENEYA;CASETA COMUNAL PENEYA
5224;29;1;98;1;TOLIMA;IBAGUE;PENITENCIARIA DE PICALEÑA;2;4;6;1;;ESPECIAL: PENITENCIARIA DE PICALEÑA;CR 45 SUR NO 134-95 BARRIO PICALEÑA
1612;9;49;98;1;CALDAS;LA DORADA;PENITENCIARIA DOÑA JUANA;0;17;17;1;;ESPECIAL: PENITENCIARIA DOÑA JUANA;KM 3 ANT VIA AL PALMAR BARR LAS FERIAS
3577;16;1;98;1;BOGOTA. D.C.;BOGOTA. D.C.;PENITENCIARIA LA PICOTA;1;12;13;1;;ESPECIAL: PENITENCIARIA LA PICOTA;VIA USME KM 5 CL 51 SUR No. 5F - 50
2430;15;109;98;1;CUNDINAMARCA;GIRARDOT;PENITENCIARIA NACIONAL;0;2;2;1;;ESPECIAL: PENITENCIARIA NACIONAL;CALLE 38 No 3- 28
5980;44;22;99;55;CAQUETA;SOLANO;PEÑAS BLANCAS;16;22;38;1;;ESPECIAL: PEÑAS BLANCAS;I.E. PEÑAS BLANCAS
4009;21;73;99;13;MAGDALENA;SAN ZENON;PEÑONCITO;216;220;436;1;;ESPECIAL: PEÑONCITO;ESCUELA RURAL MIXTA PEÑONCITO
1748;11;16;99;9;CAUCA;CALDONO;PESCADOR;268;207;475;1;;ESPECIAL: PESCADOR;INSTITUCION EDUCATIVA GUILLERMO LEON VALENCIA
2919;16;1;7;7;BOGOTA. D.C.;BOGOTA. D.C.;PIAMONTE;254;247;501;1;7;LOCALIDAD 7 BOSA;CLL 68A SUR No 80H-05
2173;13;32;99;60;CORDOBA;PUERTO LIBERTADOR;PICA PICA;107;120;227;1;;ESPECIAL: PICA PICA;INST PICA PICA
3692;17;38;99;70;CHOCO;EL LITORAL DEL SAN JUAN;PICHIMA;12;19;31;1;;ESPECIAL: PICHIMA;ESC. MARIA DEL CARMEN PICHIMA
4019;21;90;99;20;MAGDALENA;ZAPAYAN;PIEDRAS DE MOLER;233;233;466;1;;ESPECIAL: PIEDRAS DE MOLER;I.E. DAGOBERTO OROZCO BORJA
3630;17;10;99;43;CHOCO;BAJO BAUDO (PIZARRO);PILIZA;28;44;72;1;;ESPECIAL: PILIZA;ESC. FRANCISCO DE PAULA SANTAN
3671;17;28;99;13;CHOCO;NOVITA;PINDAZA;30;43;73;1;;ESPECIAL: PINDAZA;ESC. NUEVA PINDAZA
1239;5;28;99;49;BOLIVAR;MAGANGUE;PIÑALITO;194;216;410;1;24;CORREGIMIENTO PIÑALITO;ESC.OFICIAL PIÑALITO
3013;16;1;8;34;BOGOTA. D.C.;BOGOTA. D.C.;PIO XII - SEDE COLEGIO ISABEL II;326;370;696;1;8;LOCALIDAD 8 KENNEDY;CRA 79 F No 6 B - 30 / 34
1749;11;16;99;13;CAUCA;CALDONO;PIOYA;200;202;402;1;;ESPECIAL: PIOYA;C.E. PIOYA
4134;23;39;99;60;NARIÑO;CUMBITARA;PISANDA;39;43;82;1;;ESPECIAL: PISANDA;C. E. PISANDA
5144;28;300;99;80;SUCRE;TOLU;PITA ABAJO;121;150;271;1;;ESPECIAL: PITA ABAJO;INSTITUCION EDUCATIVA LAS PALMAS
1855;11;82;99;5;CAUCA;SILVIA;PITAYO;359;352;711;2;;ESPECIAL: PITAYO;C.E. PITAYO
718;1;271;0;0;ANTIOQUIA;TARSO;PLACA POLID. IE JOSE PRIETO SEC.PRIMA.;659;673;1.332;2;;ESPECIAL: PLACA POLID. IE JOSE PRIETO SEC.PRIMA.;SECTOR LAS COLONIAS
253;1;19;2;2;ANTIOQUIA;ANDES;PLACA POLIDEPORTIVA;808;826;1.634;3;;ESPECIAL: PLACA POLIDEPORTIVA;CLL 56A Y 57 CON CR 52 A Y 53 BARRIO CORID
384;1;80;3;3;ANTIOQUIA;CAREPA;PLACA POLIDEPORTIVA EL OASIS;964;896;1.860;3;;ESPECIAL: PLACA POLIDEPORTIVA EL OASIS;CRA 73 No 62B - 16
574;1;172;99;13;ANTIOQUIA;LIBORINA;PLACA POLIDEPORTIVA SAN DIEGO;222;254;476;1;;ESPECIAL: PLACA POLIDEPORTIVA SAN DIEGO;CORREGIMIENTO SAN DIEGO
380;1;80;2;3;ANTIOQUIA;CAREPA;PLACA POLIDEPORTIVA SAN MARINO;430;321;751;2;;ESPECIAL: PLACA POLIDEPORTIVA SAN MARINO;CALLE 76 NRO 65 10 BARRIO SAN MARINO
1750;11;16;99;17;CAUCA;CALDONO;PLAN DE ZUÑIGA;414;333;747;2;;ESPECIAL: PLAN DE ZUÑIGA;CENTRO DOCENTE PLAN DE ZUÑIGA
3620;17;6;99;70;CHOCO;ALTO BAUDO (PIE DE PATO);PLAYITA (RIO CATRU);47;55;102;1;;ESPECIAL: PLAYITA (RIO CATRU);ESCUELA RURAL MIXTA DE PLAYITA CATRU
2207;13;40;99;31;CORDOBA;SAN ANDRES DE SOTAVENTO;PLAZA BONITA (MOCHA);296;341;637;1;;ESPECIAL: PLAZA BONITA (MOCHA);IE PLAZA BONITA (MOCHA)
3325;16;1;12;24;BOGOTA. D.C.;BOGOTA. D.C.;PLAZA DE LOS ARTESANOS;467;343;810;2;12;LOCALIDAD 12 BARRIOS UNIDOS;CRA 60 # 63A - 52 AV CRA 60 # 63 - 64
2686;16;1;1;13;BOGOTA. D.C.;BOGOTA. D.C.;PLAZA MEXICO;382;334;716;2;1;LOCALIDAD 1 USAQUEN;CRA 19 A CON CL 117
3169;16;1;10;46;BOGOTA. D.C.;BOGOTA. D.C.;PLAZUELAS DEL VIRREY;391;409;800;2;10;LOCALIDAD 10 ENGATIVA;CLL 70 A No 105 G - 23 - CLL 70 No 105 F - 28
3377;16;1;15;1;BOGOTA. D.C.;BOGOTA. D.C.;POLICARPA;886;903;1.789;3;15;LOCALIDAD 15 ANTONIO NARIÑO;CRA 10A SUR No 3-63 CRA 10A No 3-21 SUR
2764;16;1;3;3;BOGOTA. D.C.;BOGOTA. D.C.;POLICARPA SALAVARRIETA;617;647;1.264;2;3;LOCALIDAD 3 SANTA FE;CL 28 NO 5 A-06
2452;15;142;1;1;CUNDINAMARCA;LA MESA;POLIDEP. LUIS CARLOS GALAN SARMIENTO;484;484;968;2;;ESPECIAL: POLIDEP. LUIS CARLOS GALAN SARMIENTO;CRA 15 CL 4A BARRIO TOLEDO
4495;25;38;2;2;NORTE DE SAN;EL ZULIA;POLIDEPORT. MULTIFUNCIONAL LA ALEJANDRA;1.005;797;1.802;3;;ESPECIAL: POLIDEPORT. MULTIFUNCIONAL LA ALEJANDRA;CLL 12 ENTRE AV 14 Y 15A
4589;25;100;2;6;NORTE DE SAN;VILLA DEL ROSARIO;POLIDEPORTIVO;289;335;624;1;;ESPECIAL: POLIDEPORTIVO;Avd. 1 Calle 11 Villa Graciela
2656;15;331;0;2;CUNDINAMARCA;VIOTA;POLIDEPORTIVO CAMOA;172;217;389;1;;ESPECIAL: POLIDEPORTIVO CAMOA;POLIDEPORTIVO CAMOA
3084;16;1;8;B1;BOGOTA. D.C.;BOGOTA. D.C.;POLIDEPORTIVO CASTILLA;937;1.095;2.032;3;8;LOCALIDAD 8 KENNEDY;CLL 8 B BIS # 73B-1 / CRA 75 No. 8A-31
2999;16;1;8;17;BOGOTA. D.C.;BOGOTA. D.C.;POLIDEPORTIVO CAYETANO CAÑIZARES;292;323;615;1;8;LOCALIDAD 8 KENNEDY;CRA 80 # 39A -55 SUR
4525;25;61;1;3;NORTE DE SAN;OCAÑA;POLIDEPORTIVO CRISTO REY;914;810;1.724;3;2;COMUNA2 NORORIENTAL CRISTO REY;CALLE 16A ENTRE CARRERA 14 Y 15 B. CRISTO REY
2499;15;175;0;1;CUNDINAMARCA;NEMOCON;POLIDEPORTIVO FRAY IGNACIO MARIÑO;924;912;1.836;3;;ESPECIAL: POLIDEPORTIVO FRAY IGNACIO MARIÑO;POLIDEPORTIVO MUNICIPAL CLL 1 CRA 3 Y 4
4871;27;82;1;2;SANTANDER;FLORIDABLANCA;POLIDEPORTIVO JOSE ELIAS PUYANA;1.048;1.182;2.230;4;1;COM1 FLORIDA-CASCO ANTIGUO;CALLE 4 No. 11- 37 CASCO URBANO
3561;16;1;19;63;BOGOTA. D.C.;BOGOTA. D.C.;POLIDEPORTIVO LA ESTANCIA;1.162;1.225;2.387;4;19;LOCALIDAD 19 CIUDAD BOLIVAR;CLL 59 SUR No 74-19 - CLL 59 SUR No 74C- 06
4526;25;61;1;4;NORTE DE SAN;OCAÑA;POLIDEPORTIVO LA MONUMENTAL;221;216;437;1;3;COMUNA 3 SURORIENTAL OLAYA H.;CRA. 7 No. 9A - 149 BARRIO LA MILANES
4176;23;73;0;0;NARIÑO;LA CRUZ;POLIDEPORTIVO LA POLA;1.439;1.508;2.947;5;;ESPECIAL: POLIDEPORTIVO LA POLA;GRAN PLAZA DEL MAYO
2446;15;139;1;1;CUNDINAMARCA;LA CALERA;POLIDEPORTIVO LA PORTADA;450;575;1.025;2;;ESPECIAL: POLIDEPORTIVO LA PORTADA;LA PORTADA AV. 2 DA.
5375;31;1;7;1;VALLE;CALI;POLIDEPORTIVO LOS GUADUALES;1.294;1.322;2.616;4;6;COMUNA 6;KR 9 N #71-35
5135;28;260;2;2;SUCRE;SINCE;POLIDEPORTIVO LUIS GABRIEL M;440;489;929;2;;ESPECIAL: POLIDEPORTIVO LUIS GABRIEL M;BR el Trebol
390;1;82;2;2;ANTIOQUIA;CARMEN DE VIBORAL;POLIDEPORTIVO MUNICIPAL;2.432;2.473;4.905;8;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CRA 29 No 28A-27
2298;15;49;0;1;CUNDINAMARCA;CUCUNUBA;POLIDEPORTIVO MUNICIPAL;416;420;836;2;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;POLIDEPORTIVO MUNICIPAL
2352;15;79;0;2;CUNDINAMARCA;FOMEQUE;POLIDEPORTIVO MUNICIPAL;324;334;658;1;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CLL 5 No 4-22
2613;15;274;0;1;CUNDINAMARCA;TAUSA;POLIDEPORTIVO MUNICIPAL;799;838;1.637;3;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CALLE 4 CON CARRERA 4
2616;15;280;0;1;CUNDINAMARCA;TENJO;POLIDEPORTIVO MUNICIPAL;1.175;1.308;2.483;4;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CL 3 No 6-71
5610;31;31;2;1;VALLE;CANDELARIA;POLIDEPORTIVO MUNICIPAL;1.611;2.774;4.385;7;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CRA.5 CALLE 7 ESQUINA BARRIO SANTA ANA
5906;40;17;0;1;ARAUCA;FORTUL;POLIDEPORTIVO MUNICIPAL;1.354;1.359;2.713;4;;ESPECIAL: POLIDEPORTIVO MUNICIPAL;CRA 25 No 25-22 B. CENTRO
2610;15;271;0;1;CUNDINAMARCA;TABIO;POLIDEPORTIVO MUNICIPAL - TABIO;866;874;1.740;3;;ESPECIAL: POLIDEPORTIVO MUNICIPAL - TABIO;CARRERA 5A No. 4-26
2521;15;217;0;1;CUNDINAMARCA;APULO;POLIDEPORTIVO MUNICIPAL APULO;533;599;1.132;2;;ESPECIAL: POLIDEPORTIVO MUNICIPAL APULO;POLIDEPORTIVO MUNICIPAL AV. COLOMBIA
2450;15;139;2;3;CUNDINAMARCA;LA CALERA;POLIDEPORTIVO PASEO REAL;359;371;730;2;;ESPECIAL: POLIDEPORTIVO PASEO REAL;CRA 3 No 12-20
3770;19;34;1;2;HUILA;GARZON;POLIDEPORTIVO PLAZA DE MERCADO;361;364;725;2;;ESPECIAL: POLIDEPORTIVO PLAZA DE MERCADO;CR 10 CLL 1 Y 2
3322;16;1;12;21;BOGOTA. D.C.;BOGOTA. D.C.;POLIDEPORTIVO POLO;307;283;590;1;12;LOCALIDAD 12 BARRIOS UNIDOS;CLL 86 A NO 24 - 06
473;1;121;9;4;ANTIOQUIA;ENVIGADO;POLIDEPORTIVO SUR DE ENVIGADO;626;626;1.252;2;;ESPECIAL: POLIDEPORTIVO SUR DE ENVIGADO;CRA 48 No 46SUR-150
177;1;1;28;1;ANTIOQUIA;MEDELLIN;POLITECNICO JAIME ISAZA CADAVID;852;830;1.682;3;14;COMUNA 14 EL POBLADO;CARRERA 48 No. 7 - 151
4142;23;43;99;13;NARIÑO;EL TABLON;POMPEYA;77;67;144;1;;ESPECIAL: POMPEYA;I. E. POMPEYA
3216;16;1;11;12;BOGOTA. D.C.;BOGOTA. D.C.;PONTEVEDRA;601;568;1.169;2;11;LOCALIDAD 11 SUBA;CLL 102A # 70 - 40
1177;5;1;99;35;BOLIVAR;CARTAGENA;PONTEZUELA;235;195;430;1;2;LOC. 2 LA VIRGEN Y TURISTICA;I.E. PONTEZUELA CL 1
2085;13;9;99;11;CORDOBA;CANALETE;POPAYAN;207;183;390;1;;ESPECIAL: POPAYAN;COL NUESTRA SRA DEL CARMEN
3313;16;1;12;10;BOGOTA. D.C.;BOGOTA. D.C.;POPULAR MODELO;467;500;967;2;12;LOCALIDAD 12 BARRIOS UNIDOS;CLL 66A No 56B-35 o CLL 66A No 56-25
6086;48;2;99;40;LA GUAJIRA;ALBANIA;PORCIOSA;274;216;490;1;;ESPECIAL: PORCIOSA;INST. EDUC. EDUARDO PINTO
2906;16;1;6;26;BOGOTA. D.C.;BOGOTA. D.C.;PORFIRIO BARBA JACOB;393;395;788;2;6;LOCALIDAD 6 TUNJUELITO;CRA 18# 54-14 SUR / CRA 18 #54-10 SUR
2955;16;1;7;44;BOGOTA. D.C.;BOGOTA. D.C.;PORTAL DE BRASIL;656;683;1.339;2;7;LOCALIDAD 7 BOSA;CRA 88I No 54B-44 SUR
2860;16;1;5;22;BOGOTA. D.C.;BOGOTA. D.C.;PORTAL USME;2.100;2.170;4.270;7;5;LOCALIDAD 5 USME;CRA 11 # 65 C - 50 SUR
3654;17;19;99;40;CHOCO;ISTMINA;POTEDO;63;74;137;1;;ESPECIAL: POTEDO;ESCUELA RURAL MIXTA
3531;16;1;19;33;BOGOTA. D.C.;BOGOTA. D.C.;POTOSI (LA LAGUNA);344;319;663;1;19;LOCALIDAD 19 CIUDAD BOLIVAR;TV. 46 A # 79 D-15 SUR
5777;31;79;99;73;VALLE;PALMIRA;POTRERILLO;362;351;713;2;16;COMUNA 16;I.E SAGRADA FAMILIA-POTRERILLO
5702;31;64;99;17;VALLE;JAMUNDI;POTRERITO;604;679;1.283;2;;ESPECIAL: POTRERITO;ESC. ALFONSO LOPEZ PUMAREJO
719;1;274;0;2;ANTIOQUIA;TITIRIBI;PQ EDUC. JUAN BAUTISTA MONTOYA Y FLOREZ;905;928;1.833;3;;ESPECIAL: PQ EDUC. JUAN BAUTISTA MONTOYA Y FLOREZ;CLL 21 No 19-66
3214;16;1;11;9;BOGOTA. D.C.;BOGOTA. D.C.;PRADO PINZON;492;578;1.070;2;11;LOCALIDAD 11 SUBA;CRA 53 # 135 - 13
3240;16;1;11;39;BOGOTA. D.C.;BOGOTA. D.C.;PRADO SUR;1.409;1.533;2.942;5;11;LOCALIDAD 11 SUBA;CL 129 # 55-55
3219;16;1;11;15;BOGOTA. D.C.;BOGOTA. D.C.;PRADO VERANIEGO;146;171;317;1;11;LOCALIDAD 11 SUBA;CRA 46 # 130-65
3174;16;1;10;53;BOGOTA. D.C.;BOGOTA. D.C.;PRIMAVERA;492;459;951;2;10;LOCALIDAD 10 ENGATIVA;CRA 92 # 87A - 60
3653;17;19;99;37;CHOCO;ISTMINA;PRIMAVERA;15;28;43;1;;ESPECIAL: PRIMAVERA;ESCUELA RURAL MIXTA
5537;31;16;99;29;VALLE;BOLIVAR;PRIMAVERA;146;153;299;1;;ESPECIAL: PRIMAVERA;ESC. MARIA AUXILIADORA
3425;16;1;16;30;BOGOTA. D.C.;BOGOTA. D.C.;PRIMAVERA Y GORGONZOLA;634;614;1.248;2;16;LOCALIDAD 16 PUENTE ARANDA;CRA 41B # 5-57
2789;16;1;4;6;BOGOTA. D.C.;BOGOTA. D.C.;PRIMERA DE MAYO;735;784;1.519;3;4;LOCALIDAD 4 SAN CRISTOBAL;CRA 6A # 18A-04 SUR o CRA 6 # 18-02 SUR
3003;16;1;8;22;BOGOTA. D.C.;BOGOTA. D.C.;PROSPERO PINZON;508;529;1.037;2;8;LOCALIDAD 8 KENNEDY;CLL 35 C SUR # 78 F - 81
3478;16;1;18;34;BOGOTA. D.C.;BOGOTA. D.C.;PROVIDENCIA;302;354;656;1;18;LOCALIDAD 18 RAFAEL URIBE URIB;TV 11 A #49D - 12 Sur -TV 11 D #49D - 57Sur
2208;13;40;99;33;CORDOBA;SAN ANDRES DE SOTAVENTO;PUEBLECITO;221;204;425;1;;ESPECIAL: PUEBLECITO;IE PUEBLECITO
